class,class_id,category_1,category_1_id,category_2,category_2_id,category_3,category_3_id,category_4,category_4_id
3,Comptes de stocks et en-cours,32,Autres approvisionnements,322,Fournitures consommables,,,,
3,Comptes de stocks et en-cours,32,Autres approvisionnements,322,Fournitures consommables,3221,Combustibles,,
3,Comptes de stocks et en-cours,32,Autres approvisionnements,322,Fournitures consommables,3222,Produits d'entretien,,
3,Comptes de stocks et en-cours,32,Autres approvisionnements,322,Fournitures consommables,3223,Fournitures d'atelier et d'usine,,
3,Comptes de stocks et en-cours,32,Autres approvisionnements,322,Fournitures consommables,3224,Fournitures de magasin,,
3,Comptes de stocks et en-cours,32,Autres approvisionnements,322,Fournitures consommables,3225,Fournitures de bureau,,
3,Comptes de stocks et en-cours,32,Autres approvisionnements,326,Emballages,,,,
3,Comptes de stocks et en-cours,32,Autres approvisionnements,326,Emballages,3261,Emballages perdus,,
3,Comptes de stocks et en-cours,32,Autres approvisionnements,326,Emballages,3265,Emballages récupérables non identifiables,,
3,Comptes de stocks et en-cours,32,Autres approvisionnements,326,Emballages,3267,Emballages à usage mixte,,
3,Comptes de stocks et en-cours,33,En-cours de production de biens,,,,,,
3,Comptes de stocks et en-cours,33,En-cours de production de biens,331,Produits en cours,,,,
3,Comptes de stocks et en-cours,33,En-cours de production de biens,335,Travaux en cours,,,,
3,Comptes de stocks et en-cours,34,En-cours de production de services,,,,,,
3,Comptes de stocks et en-cours,34,En-cours de production de services,341,Etudes en cours,,,,
3,Comptes de stocks et en-cours,34,En-cours de production de services,345,Prestations de services en cours,,,,
3,Comptes de stocks et en-cours,35,Stocks de produits,,,,,,
3,Comptes de stocks et en-cours,35,Stocks de produits,351,Produits intermédiaires,,,,
3,Comptes de stocks et en-cours,35,Stocks de produits,355,Produits finis,,,,
3,Comptes de stocks et en-cours,35,Stocks de produits,358,Produits résiduels ou matières de récupération,,,,
3,Comptes de stocks et en-cours,35,Stocks de produits,358,Produits résiduels ou matières de récupération,3581,Déchets,,
3,Comptes de stocks et en-cours,35,Stocks de produits,358,Produits résiduels ou matières de récupération,3585,Rebuts,,
3,Comptes de stocks et en-cours,35,Stocks de produits,358,Produits résiduels ou matières de récupération,3586,Matières de récupération,,
3,Comptes de stocks et en-cours,36,(compte à ouvrir; le cas échéant; sous l'intitulé "Stocks provenant d'immobilisations"),,,,,,
3,Comptes de stocks et en-cours,37,Stocks de marchandises,,,,,,
3,Comptes de stocks et en-cours,38,(Le compte 38 peut être utilisé pour comptabiliser les stocks en voie d'acheminement; mis en dépôt ou donnés en consignation),,,,,,
3,Comptes de stocks et en-cours,39,Dépréciations des stocks et en-cours,,,,,,
3,Comptes de stocks et en-cours,39,Dépréciations des stocks et en-cours,391,Dépréciations des matières premières et fournitures,,,,
3,Comptes de stocks et en-cours,39,Dépréciations des stocks et en-cours,392,Dépréciations des autres approvisionnements,,,,
3,Comptes de stocks et en-cours,39,Dépréciations des stocks et en-cours,393,Dépréciations des en-cours de production de biens,,,,
3,Comptes de stocks et en-cours,39,Dépréciations des stocks et en-cours,394,Dépréciations des en-cours de production de services,,,,
3,Comptes de stocks et en-cours,39,Dépréciations des stocks et en-cours,395,Dépréciations des stocks de produits,,,,
3,Comptes de stocks et en-cours,39,Dépréciations des stocks et en-cours,397,Dépréciations des stocks de marchandises,,,,
4,Comptes de tiers,40,Fournisseurs et comptes rattachés,,,,,,
4,Comptes de tiers,40,Fournisseurs et comptes rattachés,401,Fournisseurs,,,,
4,Comptes de tiers,40,Fournisseurs et comptes rattachés,401,Fournisseurs,4011,Fournisseurs - Achats de biens et prestations de services,,
4,Comptes de tiers,40,Fournisseurs et comptes rattachés,401,Fournisseurs,4017,Fournisseurs - Retenues de garantie,,
4,Comptes de tiers,40,Fournisseurs et comptes rattachés,403,Fournisseurs - Effets à payer,,,,
4,Comptes de tiers,40,Fournisseurs et comptes rattachés,404,Fournisseurs d'immobilisations,,,,
4,Comptes de tiers,40,Fournisseurs et comptes rattachés,404,Fournisseurs d'immobilisations,4041,Fournisseurs - Achats d'immobilisations,,
4,Comptes de tiers,40,Fournisseurs et comptes rattachés,404,Fournisseurs d'immobilisations,4047,Fournisseurs d'immobilisations - Retenues de garantie,,
4,Comptes de tiers,40,Fournisseurs et comptes rattachés,405,Fournisseurs d'immobilisations - Effets à payer,,,,
4,Comptes de tiers,40,Fournisseurs et comptes rattachés,408,Fournisseurs - Factures non parvenues,,,,
4,Comptes de tiers,40,Fournisseurs et comptes rattachés,408,Fournisseurs - Factures non parvenues,4081,Fournisseurs,,
4,Comptes de tiers,40,Fournisseurs et comptes rattachés,408,Fournisseurs - Factures non parvenues,4084,Fournisseurs d'immobilisations,,
4,Comptes de tiers,40,Fournisseurs et comptes rattachés,408,Fournisseurs - Factures non parvenues,4088,Fournisseurs - Intérêts courus,,
4,Comptes de tiers,40,Fournisseurs et comptes rattachés,409,Fournisseurs débiteurs,,,,
4,Comptes de tiers,40,Fournisseurs et comptes rattachés,409,Fournisseurs débiteurs,4091,Fournisseurs - Avances et acomptes versés sur commandes,,
4,Comptes de tiers,40,Fournisseurs et comptes rattachés,409,Fournisseurs débiteurs,4096,Fournisseurs - Créances pour emballages et matériel à rendre,,
4,Comptes de tiers,40,Fournisseurs et comptes rattachés,409,Fournisseurs débiteurs,4097,Fournisseurs - Autres avoirs,,
4,Comptes de tiers,40,Fournisseurs et comptes rattachés,409,Fournisseurs débiteurs,4097,Fournisseurs - Autres avoirs,40971,Fournisseurs d'exploitation
4,Comptes de tiers,40,Fournisseurs et comptes rattachés,409,Fournisseurs débiteurs,4097,Fournisseurs - Autres avoirs,40974,Fournisseurs d'immobilisations
4,Comptes de tiers,40,Fournisseurs et comptes rattachés,409,Fournisseurs débiteurs,4098,Rabais; remises; ristournes à obtenir et autres avoirs non encore reçus,,
4,Comptes de tiers,41,Clients et comptes rattachés,,,,,,
4,Comptes de tiers,41,Clients et comptes rattachés,411,Clients,,,,
4,Comptes de tiers,41,Clients et comptes rattachés,411,Clients,4111,Clients - Ventes de biens ou de prestations de services,,
4,Comptes de tiers,41,Clients et comptes rattachés,411,Clients,4117,Clients - Retenues de garantie,,
4,Comptes de tiers,41,Clients et comptes rattachés,413,Clients - Effets à recevoir,,,,
4,Comptes de tiers,41,Clients et comptes rattachés,416,Clients douteux ou litigieux,,,,
4,Comptes de tiers,41,Clients et comptes rattachés,418,Clients - Produits non encore facturés,,,,
4,Comptes de tiers,41,Clients et comptes rattachés,418,Clients - Produits non encore facturés,4181,Clients - Factures à établir,,
4,Comptes de tiers,41,Clients et comptes rattachés,418,Clients - Produits non encore facturés,4188,Clients - Intérêts courus,,
4,Comptes de tiers,41,Clients et comptes rattachés,419,Clients créditeurs,,,,
4,Comptes de tiers,41,Clients et comptes rattachés,419,Clients créditeurs,4191,Clients - Avances et acomptes reçus sur commandes,,
4,Comptes de tiers,41,Clients et comptes rattachés,419,Clients créditeurs,4196,Clients - Dettes sur emballages et matériels consignés,,
4,Comptes de tiers,41,Clients et comptes rattachés,419,Clients créditeurs,4197,Clients - Autres avoirs,,
4,Comptes de tiers,41,Clients et comptes rattachés,419,Clients créditeurs,4198,Rabais; remises; ristournes à accorder et autres avoirs à établir,,
4,Comptes de tiers,42,Personnel et comptes rattachés,,,,,,
4,Comptes de tiers,42,Personnel et comptes rattachés,421,Personnel - Rémunérations dues,,,,
4,Comptes de tiers,42,Personnel et comptes rattachés,422,Comité social et économique,,,,
4,Comptes de tiers,42,Personnel et comptes rattachés,424,Participation des salariés aux résultats,,,,
4,Comptes de tiers,42,Personnel et comptes rattachés,424,Participation des salariés aux résultats,4246,Réserve spéciale,,
4,Comptes de tiers,42,Personnel et comptes rattachés,424,Participation des salariés aux résultats,4248,Comptes courants,,
4,Comptes de tiers,42,Personnel et comptes rattachés,425,Personnel - Avances et acomptes et autres comptes débiteurs,,,,
4,Comptes de tiers,42,Personnel et comptes rattachés,426,Personnel - Dépôts,,,,
4,Comptes de tiers,42,Personnel et comptes rattachés,427,Personnel - Oppositions,,,,
4,Comptes de tiers,42,Personnel et comptes rattachés,428,Personnel - Charges à payer,,,,
4,Comptes de tiers,42,Personnel et comptes rattachés,428,Personnel - Charges à payer,4282,Dettes provisionnées pour congés à payer,,
4,Comptes de tiers,42,Personnel et comptes rattachés,428,Personnel - Charges à payer,4284,Dettes provisionnées pour participation des salariés aux résultats,,
4,Comptes de tiers,42,Personnel et comptes rattachés,428,Personnel - Charges à payer,4286,Autres charges à payer,,
4,Comptes de tiers,43,Sécurité sociale et autres organismes sociaux,,,,,,
4,Comptes de tiers,43,Sécurité sociale et autres organismes sociaux,431,Sécurité sociale,,,,
4,Comptes de tiers,43,Sécurité sociale et autres organismes sociaux,437,Autres organismes sociaux,,,,
4,Comptes de tiers,43,Sécurité sociale et autres organismes sociaux,438,Organismes sociaux - Charges à payer,,,,
4,Comptes de tiers,43,Sécurité sociale et autres organismes sociaux,438,Organismes sociaux - Charges à payer,4382,Charges sociales sur congés à payer,,
4,Comptes de tiers,43,Sécurité sociale et autres organismes sociaux,438,Organismes sociaux - Charges à payer,4386,Autres charges à payer,,
4,Comptes de tiers,43,Sécurité sociale et autres organismes sociaux,439,Organismes sociaux - Produits à recevoir,,,,
4,Comptes de tiers,44,État et autres collectivités publiques,,,,,,
4,Comptes de tiers,44,État et autres collectivités publiques,441,État - Subventions et aides à recevoir,,,,
4,Comptes de tiers,44,État et autres collectivités publiques,442,Contributions; impôts et taxes recouvrés pour le compte de l'Etat,,,,
4,Comptes de tiers,44,État et autres collectivités publiques,442,Contributions; impôts et taxes recouvrés pour le compte de l'Etat,4421,Prélèvements à la source (impôt sur le revenu),,
4,Comptes de tiers,44,État et autres collectivités publiques,442,Contributions; impôts et taxes recouvrés pour le compte de l'Etat,4422,Prélèvements forfaitaires non libératoires,,
4,Comptes de tiers,44,État et autres collectivités publiques,442,Contributions; impôts et taxes recouvrés pour le compte de l'Etat,4423,Retenues et prélèvements sur les distributions,,
4,Comptes de tiers,44,État et autres collectivités publiques,444,Etat - Impôts sur les bénéfices,,,,
4,Comptes de tiers,44,État et autres collectivités publiques,445,Etat - Taxes sur le chiffre d'affaires,,,,
4,Comptes de tiers,44,État et autres collectivités publiques,445,Etat - Taxes sur le chiffre d'affaires,4452,TVA due intracommunautaire,,
4,Comptes de tiers,44,État et autres collectivités publiques,445,Etat - Taxes sur le chiffre d'affaires,4455,Taxes sur le chiffre d'affaires à décaisser,,
4,Comptes de tiers,44,État et autres collectivités publiques,445,Etat - Taxes sur le chiffre d'affaires,4455,Taxes sur le chiffre d'affaires à décaisser,44551,TVA à décaisser
4,Comptes de tiers,44,État et autres collectivités publiques,445,Etat - Taxes sur le chiffre d'affaires,4455,Taxes sur le chiffre d'affaires à décaisser,44558,Taxes assimilées à la TVA
4,Comptes de tiers,44,État et autres collectivités publiques,445,Etat - Taxes sur le chiffre d'affaires,4456,Taxes sur le chiffre d'affaires déductibles,,
4,Comptes de tiers,44,État et autres collectivités publiques,445,Etat - Taxes sur le chiffre d'affaires,4456,Taxes sur le chiffre d'affaires déductibles,44562,TVA sur immobilisations
4,Comptes de tiers,44,État et autres collectivités publiques,445,Etat - Taxes sur le chiffre d'affaires,4456,Taxes sur le chiffre d'affaires déductibles,44563,TVA transférée par d'autres entités
4,Comptes de tiers,44,État et autres collectivités publiques,445,Etat - Taxes sur le chiffre d'affaires,4456,Taxes sur le chiffre d'affaires déductibles,44566,TVA sur autres biens et services
4,Comptes de tiers,44,État et autres collectivités publiques,445,Etat - Taxes sur le chiffre d'affaires,4456,Taxes sur le chiffre d'affaires déductibles,44567,Crédit de TVA à reporter
4,Comptes de tiers,44,État et autres collectivités publiques,445,Etat - Taxes sur le chiffre d'affaires,4456,Taxes sur le chiffre d'affaires déductibles,44568,Taxes assimilées à la TVA
4,Comptes de tiers,44,État et autres collectivités publiques,445,Etat - Taxes sur le chiffre d'affaires,4457,Taxes sur le chiffre d'affaires collectées,,
4,Comptes de tiers,44,État et autres collectivités publiques,445,Etat - Taxes sur le chiffre d'affaires,4457,Taxes sur le chiffre d'affaires collectées,44571,TVA collectée
4,Comptes de tiers,44,État et autres collectivités publiques,445,Etat - Taxes sur le chiffre d'affaires,4457,Taxes sur le chiffre d'affaires collectées,44578,Taxes assimilées à la TVA
4,Comptes de tiers,44,État et autres collectivités publiques,445,Etat - Taxes sur le chiffre d'affaires,4458,Taxes sur le chiffre d'affaires à régulariser ou en attente,,
4,Comptes de tiers,44,État et autres collectivités publiques,445,Etat - Taxes sur le chiffre d'affaires,4458,Taxes sur le chiffre d'affaires à régulariser ou en attente,44581,Acomptes - Régime simplifié d'imposition
4,Comptes de tiers,44,État et autres collectivités publiques,445,Etat - Taxes sur le chiffre d'affaires,4458,Taxes sur le chiffre d'affaires à régulariser ou en attente,44583,Remboursement de taxes sur le chiffre d'affaires demandé
4,Comptes de tiers,44,État et autres collectivités publiques,445,Etat - Taxes sur le chiffre d'affaires,4458,Taxes sur le chiffre d'affaires à régulariser ou en attente,44584,TVA récupérée d'avance
4,Comptes de tiers,44,État et autres collectivités publiques,445,Etat - Taxes sur le chiffre d'affaires,4458,Taxes sur le chiffre d'affaires à régulariser ou en attente,44586,Taxes sur le chiffre d'affaires sur factures non parvenues
4,Comptes de tiers,44,État et autres collectivités publiques,445,Etat - Taxes sur le chiffre d'affaires,4458,Taxes sur le chiffre d'affaires à régulariser ou en attente,44587,Taxes sur le chiffre d'affaires sur factures à établir
4,Comptes de tiers,44,État et autres collectivités publiques,446,Obligations cautionnées,,,,
4,Comptes de tiers,44,État et autres collectivités publiques,447,Autres impôts; taxes et versements assimilés,,,,
4,Comptes de tiers,44,État et autres collectivités publiques,448,Etat - Charges à payer et produits à recevoir,,,,
4,Comptes de tiers,44,État et autres collectivités publiques,448,Etat - Charges à payer et produits à recevoir,4481,Etat charges à payer,,
4,Comptes de tiers,44,État et autres collectivités publiques,448,Etat - Charges à payer et produits à recevoir,4481,Etat charges à payer,44811,Charges fiscales sur congés à payer
4,Comptes de tiers,44,État et autres collectivités publiques,448,Etat - Charges à payer et produits à recevoir,4481,Etat charges à payer,44812,Charges à payer
4,Comptes de tiers,44,État et autres collectivités publiques,448,Etat - Charges à payer et produits à recevoir,4482,Etat - Produits à recevoir,,
4,Comptes de tiers,44,État et autres collectivités publiques,449,Quotas d'émission à acquérir,,,,
4,Comptes de tiers,45,Groupe et associés,,,,,,
4,Comptes de tiers,45,Groupe et associés,451,Groupe,,,,
4,Comptes de tiers,45,Groupe et associés,455,Associés - Comptes courants,,,,
4,Comptes de tiers,45,Groupe et associés,455,Associés - Comptes courants,4551,Principal,,
4,Comptes de tiers,45,Groupe et associés,455,Associés - Comptes courants,4558,Intérêts courus,,
4,Comptes de tiers,45,Groupe et associés,456,Associés - Opérations sur le capital,,,,
4,Comptes de tiers,45,Groupe et associés,456,Associés - Opérations sur le capital,4561,Associés - Comptes d'apport en société,,
4,Comptes de tiers,45,Groupe et associés,456,Associés - Opérations sur le capital,4561,Associés - Comptes d'apport en société,45611,Apports en nature
4,Comptes de tiers,45,Groupe et associés,456,Associés - Opérations sur le capital,4561,Associés - Comptes d'apport en société,45615,Apports en numéraire
4,Comptes de tiers,45,Groupe et associés,456,Associés - Opérations sur le capital,4562,Apporteurs - Capital appelé; non versé,,
4,Comptes de tiers,45,Groupe et associés,456,Associés - Opérations sur le capital,4562,Apporteurs - Capital appelé; non versé,45621,Actionnaires - Capital souscrit et appelé; non versé
4,Comptes de tiers,45,Groupe et associés,456,Associés - Opérations sur le capital,4562,Apporteurs - Capital appelé; non versé,45625,Associés - Capital appelé; non versé
4,Comptes de tiers,45,Groupe et associés,456,Associés - Opérations sur le capital,4563,Associés - Versements reçus sur augmentation de capital,,
4,Comptes de tiers,45,Groupe et associés,456,Associés - Opérations sur le capital,4564,Associés - Versements anticipés,,
4,Comptes de tiers,45,Groupe et associés,456,Associés - Opérations sur le capital,4566,Actionnaires défaillants,,
4,Comptes de tiers,45,Groupe et associés,456,Associés - Opérations sur le capital,4567,Associés - Capital à rembourser,,
4,Comptes de tiers,45,Groupe et associés,457,Associés - Dividendes à payer,,,,
4,Comptes de tiers,45,Groupe et associés,458,Associés - Opérations faites en commun et en GIE,,,,
4,Comptes de tiers,45,Groupe et associés,458,Associés - Opérations faites en commun et en GIE,4581,Opérations courantes,,
4,Comptes de tiers,45,Groupe et associés,458,Associés - Opérations faites en commun et en GIE,4588,Intérêts courus,,
4,Comptes de tiers,46,Débiteurs divers et créditeurs divers,,,,,,
4,Comptes de tiers,46,Débiteurs divers et créditeurs divers,462,Créances sur cessions d'immobilisations,,,,
4,Comptes de tiers,46,Débiteurs divers et créditeurs divers,464,Dettes sur acquisitions de valeurs mobilières de placement,,,,
4,Comptes de tiers,46,Débiteurs divers et créditeurs divers,465,Créances sur cessions de valeurs mobilières de placement,,,,
4,Comptes de tiers,46,Débiteurs divers et créditeurs divers,467,Divers comptes débiteurs et produits à recevoir,,,,
4,Comptes de tiers,46,Débiteurs divers et créditeurs divers,468,Divers comptes créditeurs et charges à payer,,,,
4,Comptes de tiers,47,Comptes transitoires ou d'attente,,,,,,
4,Comptes de tiers,47,Comptes transitoires ou d'attente,471,Comptes d'attente,,,,
4,Comptes de tiers,47,Comptes transitoires ou d'attente,472,Comptes d'attente,,,,
4,Comptes de tiers,47,Comptes transitoires ou d'attente,473,Comptes d'attente,,,,
4,Comptes de tiers,47,Comptes transitoires ou d'attente,474,Différences d'évaluation - Actif,,,,
4,Comptes de tiers,47,Comptes transitoires ou d'attente,474,Différences d'évaluation - Actif,4741,Différences d'évaluation sur instruments financiers à terme - Actif,,
4,Comptes de tiers,47,Comptes transitoires ou d'attente,474,Différences d'évaluation - Actif,4742,Différences d'évaluation sur jetons détenus - Actif,,
4,Comptes de tiers,47,Comptes transitoires ou d'attente,474,Différences d'évaluation - Actif,4746,Différences d'évaluation de jetons sur des passifs - Actif,,
4,Comptes de tiers,47,Comptes transitoires ou d'attente,475,Différences d'évaluation - Passif,,,,
4,Comptes de tiers,47,Comptes transitoires ou d'attente,475,Différences d'évaluation - Passif,4751,Différences d'évaluation sur instruments financiers à terme - Passif,,
4,Comptes de tiers,47,Comptes transitoires ou d'attente,475,Différences d'évaluation - Passif,4752,Différences d'évaluation sur jetons détenus - Passif,,
4,Comptes de tiers,47,Comptes transitoires ou d'attente,475,Différences d'évaluation - Passif,4756,Différences d'évaluation de jetons sur des passifs - Passif,,
4,Comptes de tiers,47,Comptes transitoires ou d'attente,476,Différence de conversion - Actif,,,,
4,Comptes de tiers,47,Comptes transitoires ou d'attente,476,Différence de conversion - Actif,4761,Diminution des créances,,
4,Comptes de tiers,47,Comptes transitoires ou d'attente,476,Différence de conversion - Actif,4762,Augmentation des dettes,,
4,Comptes de tiers,47,Comptes transitoires ou d'attente,476,Différence de conversion - Actif,4768,Différences compensées par couverture de change,,
4,Comptes de tiers,47,Comptes transitoires ou d'attente,477,Différences de conversion - Passif,,,,
4,Comptes de tiers,47,Comptes transitoires ou d'attente,477,Différences de conversion - Passif,4771,Augmentation des créances,,
4,Comptes de tiers,47,Comptes transitoires ou d'attente,477,Différences de conversion - Passif,4772,Diminution des dettes,,
4,Comptes de tiers,47,Comptes transitoires ou d'attente,477,Différences de conversion - Passif,4778,Différences compensées par couverture de change,,
4,Comptes de tiers,47,Comptes transitoires ou d'attente,478,Autres comptes transitoires,,,,
4,Comptes de tiers,47,Comptes transitoires ou d'attente,478,Autres comptes transitoires,4781,Mali de fusion sur actif circulant,,
4,Comptes de tiers,48,Comptes de régularisation,,,,,,
4,Comptes de tiers,48,Comptes de régularisation,481,Frais d'émission des emprunts,,,,
4,Comptes de tiers,48,Comptes de régularisation,486,Charges constatées d'avance,,,,
4,Comptes de tiers,48,Comptes de régularisation,487,Produits constatés d'avance,,,,
4,Comptes de tiers,48,Comptes de régularisation,487,Produits constatés d'avance,4871,Produits constatés d'avance sur jetons émis,,
4,Comptes de tiers,48,Comptes de régularisation,488,Comptes de répartition périodique des charges et des produits,,,,
4,Comptes de tiers,48,Comptes de régularisation,488,Comptes de répartition périodique des charges et des produits,4886,Charges,,
4,Comptes de tiers,48,Comptes de régularisation,488,Comptes de répartition périodique des charges et des produits,4887,Produits,,
4,Comptes de tiers,49,Dépréciations des comptes de tiers,,,,,,
4,Comptes de tiers,49,Dépréciations des comptes de tiers,491,Dépréciations des comptes de clients,,,,
4,Comptes de tiers,49,Dépréciations des comptes de tiers,495,Dépréciations des comptes du groupe et des associés,,,,
4,Comptes de tiers,49,Dépréciations des comptes de tiers,495,Dépréciations des comptes du groupe et des associés,4951,Comptes du groupe,,
4,Comptes de tiers,49,Dépréciations des comptes de tiers,495,Dépréciations des comptes du groupe et des associés,4955,Comptes courants des associés,,
4,Comptes de tiers,49,Dépréciations des comptes de tiers,495,Dépréciations des comptes du groupe et des associés,4958,Opérations faites en commun et en GIE,,
4,Comptes de tiers,49,Dépréciations des comptes de tiers,496,Dépréciations des comptes de débiteurs divers,,,,
4,Comptes de tiers,49,Dépréciations des comptes de tiers,496,Dépréciations des comptes de débiteurs divers,4962,Créances sur cessions d'immobilisations,,
4,Comptes de tiers,49,Dépréciations des comptes de tiers,496,Dépréciations des comptes de débiteurs divers,4965,Créances sur cessions de valeurs mobilières de placement,,
4,Comptes de tiers,49,Dépréciations des comptes de tiers,496,Dépréciations des comptes de débiteurs divers,4967,Autres comptes débiteurs,,
5,Comptes financiers,50,Valeurs mobilières de placement,,,,,,
5,Comptes financiers,50,Valeurs mobilières de placement,502,Actions propres,,,,
5,Comptes financiers,50,Valeurs mobilières de placement,502,Actions propres,5021,Actions destinées à être attribuées aux employés et affectées à des plans déterminés,,
5,Comptes financiers,50,Valeurs mobilières de placement,502,Actions propres,5022,Actions disponibles pour être attribuées aux employés ou pour la régularisation des cours de bourse,,
5,Comptes financiers,50,Valeurs mobilières de placement,503,Actions,,,,
5,Comptes financiers,50,Valeurs mobilières de placement,503,Actions,5031,Titres cotés,,
5,Comptes financiers,50,Valeurs mobilières de placement,503,Actions,5035,Titres non cotés,,
5,Comptes financiers,50,Valeurs mobilières de placement,504,Autres titres conférant un droit de propriété,,,,
5,Comptes financiers,50,Valeurs mobilières de placement,505,Obligations et bons émis par la société et rachetés par elle,,,,
5,Comptes financiers,50,Valeurs mobilières de placement,506,Obligations,,,,
5,Comptes financiers,50,Valeurs mobilières de placement,506,Obligations,5061,Titres cotés,,
5,Comptes financiers,50,Valeurs mobilières de placement,506,Obligations,5065,Titres non cotés,,
5,Comptes financiers,50,Valeurs mobilières de placement,507,Bons du Trésor et bons de caisse à court terme,,,,
5,Comptes financiers,50,Valeurs mobilières de placement,508,Autres valeurs mobilières de placement et autres créances assimilées,,,,
5,Comptes financiers,50,Valeurs mobilières de placement,508,Autres valeurs mobilières de placement et autres créances assimilées,5081,Autres valeurs mobilières,,
5,Comptes financiers,50,Valeurs mobilières de placement,508,Autres valeurs mobilières de placement et autres créances assimilées,5082,Bons de souscription,,
5,Comptes financiers,50,Valeurs mobilières de placement,508,Autres valeurs mobilières de placement et autres créances assimilées,5088,Intérêts courus sur obligations; bons et valeurs assimilés,,
5,Comptes financiers,50,Valeurs mobilières de placement,509,Versements restant à effectuer sur valeurs mobilières de placement non libérées,,,,
5,Comptes financiers,51,Banques; établissements financiers et assimilés,,,,,,
5,Comptes financiers,51,Banques; établissements financiers et assimilés,511,Valeurs à l'encaissement,,,,
5,Comptes financiers,51,Banques; établissements financiers et assimilés,511,Valeurs à l'encaissement,5111,Coupons échus à l'encaissement,,
5,Comptes financiers,51,Banques; établissements financiers et assimilés,511,Valeurs à l'encaissement,5112,Chèques à encaisser,,
5,Comptes financiers,51,Banques; établissements financiers et assimilés,511,Valeurs à l'encaissement,5113,Effets à l'encaissement,,
5,Comptes financiers,51,Banques; établissements financiers et assimilés,511,Valeurs à l'encaissement,5114,Effets à l'escompte,,
5,Comptes financiers,51,Banques; établissements financiers et assimilés,512,Banques,,,,
5,Comptes financiers,51,Banques; établissements financiers et assimilés,512,Banques,5121,Comptes en euros,,
5,Comptes financiers,51,Banques; établissements financiers et assimilés,512,Banques,5124,Comptes en devises,,
5,Comptes financiers,51,Banques; établissements financiers et assimilés,517,Autres organismes financiers,,,,
5,Comptes financiers,51,Banques; établissements financiers et assimilés,518,Intérêts courus,,,,
5,Comptes financiers,51,Banques; établissements financiers et assimilés,518,Intérêts courus,5181,Intérêts courus à payer,,
5,Comptes financiers,51,Banques; établissements financiers et assimilés,518,Intérêts courus,5188,Intérêts courus à recevoir,,
5,Comptes financiers,51,Banques; établissements financiers et assimilés,519,Concours bancaires courants,,,,
5,Comptes financiers,51,Banques; établissements financiers et assimilés,519,Concours bancaires courants,5191,Crédit de mobilisation de créances commerciales,,
5,Comptes financiers,51,Banques; établissements financiers et assimilés,519,Concours bancaires courants,5193,Mobilisation de créances nées à l'étranger,,
5,Comptes financiers,51,Banques; établissements financiers et assimilés,519,Concours bancaires courants,5198,Intérêts courus sur concours bancaires courants,,
5,Comptes financiers,52,Instruments financiers à terme et jetons détenus,,,,,,
5,Comptes financiers,52,Instruments financiers à terme et jetons détenus,521,Instruments financiers à terme,,,,
5,Comptes financiers,52,Instruments financiers à terme et jetons détenus,522,Jetons détenus,,,,
5,Comptes financiers,52,Instruments financiers à terme et jetons détenus,523,Jetons auto-détenus,,,,
5,Comptes financiers,52,Instruments financiers à terme et jetons détenus,524,Jetons empruntés,,,,
5,Comptes financiers,53,Caisse,,,,,,
5,Comptes financiers,58,Virements internes,,,,,,
5,Comptes financiers,59,Dépréciations des comptes financiers,,,,,,
5,Comptes financiers,59,Dépréciations des comptes financiers,590,Dépréciations des valeurs mobilières de placement,,,,
5,Comptes financiers,59,Dépréciations des comptes financiers,590,Dépréciations des valeurs mobilières de placement,5903,Actions,,
5,Comptes financiers,59,Dépréciations des comptes financiers,590,Dépréciations des valeurs mobilières de placement,5904,Autres titres conférant un droit de propriété,,
5,Comptes financiers,59,Dépréciations des comptes financiers,590,Dépréciations des valeurs mobilières de placement,5906,Obligations,,
5,Comptes financiers,59,Dépréciations des comptes financiers,590,Dépréciations des valeurs mobilières de placement,5908,Autres valeurs mobilières de placement et créances assimilées,,
6,Comptes de charges,60,Achats (sauf 603),,,,,,
6,Comptes de charges,60,Achats (sauf 603),601,Achats stockés - Matières premières et fournitures,,,,
6,Comptes de charges,60,Achats (sauf 603),602,Achats stockés - Autres approvisionnements,,,,
6,Comptes de charges,60,Achats (sauf 603),602,Achats stockés - Autres approvisionnements,6021,Matières consommables,,
6,Comptes de charges,60,Achats (sauf 603),602,Achats stockés - Autres approvisionnements,6022,Fournitures consommables,,
6,Comptes de charges,60,Achats (sauf 603),602,Achats stockés - Autres approvisionnements,6022,Fournitures consommables,60221,Combustibles
6,Comptes de charges,60,Achats (sauf 603),602,Achats stockés - Autres approvisionnements,6022,Fournitures consommables,60222,Produits d'entretien
6,Comptes de charges,60,Achats (sauf 603),602,Achats stockés - Autres approvisionnements,6022,Fournitures consommables,60223,Fournitures d'atelier et d'usine
6,Comptes de charges,60,Achats (sauf 603),602,Achats stockés - Autres approvisionnements,6022,Fournitures consommables,60224,Fournitures de magasin
6,Comptes de charges,60,Achats (sauf 603),602,Achats stockés - Autres approvisionnements,6022,Fournitures consommables,60225,Fourniture de bureau
6,Comptes de charges,60,Achats (sauf 603),602,Achats stockés - Autres approvisionnements,6026,Emballages,,
6,Comptes de charges,60,Achats (sauf 603),602,Achats stockés - Autres approvisionnements,6026,Emballages,60261,Emballages perdus
6,Comptes de charges,60,Achats (sauf 603),602,Achats stockés - Autres approvisionnements,6026,Emballages,60262,Malis sur emballage
